name,category
pCMV6-AC-IRES-GFP,哺乳动物载体
pCMVInt,哺乳动物载体
pNLF1-secN [CMV/Hygro],哺乳动物载体
pTT5,哺乳动物载体
Laconic/pcDNA3.1(-),哺乳动物载体
pcDNA3.1-3xFlag-C,哺乳动物载体
pcDNA5/FRT,哺乳动物载体
pmKO2-N1,哺乳动物载体
pCAGGS,哺乳动物载体
pTAL-Luc,哺乳动物载体
pEGFP-EcoRV,哺乳动物载体
pFLAG CMV 5.1,哺乳动物载体
pTagBFP-N,哺乳动物载体
pAAV-tre-mcherry,哺乳动物载体
pFUSE-hIgG1e1-Fc2,哺乳动物载体
pSilencer 1.0-U6,哺乳动物载体
pCMV6-AC-GFP,哺乳动物载体
pT2-Venus,哺乳动物载体
pGL4.31[luc2P/GAL4UAS/Hygro],哺乳动物载体
pGFP-Rab8A[Q67L],哺乳动物载体
pSecTag2 B,哺乳动物载体
pDsRed-Monomer-Golgi,哺乳动物载体
pCDNA3.1-3×HA-N,哺乳动物载体
pcDNA3.1-CNTRFv1-HA-His,哺乳动物载体
pCMV-3Tag-3a-P2A,哺乳动物载体
pcDNA3.1+N-DYK-P2A,哺乳动物载体
pcDNA3.1+C-eGFP,哺乳动物载体
pCMV-3Tag-2A,哺乳动物载体
pcDNA3.1+/N-GST(TEV),哺乳动物载体
pcDNA3.1+C-6HIS,哺乳动物载体
pcDNA3.1+/C-Myc,哺乳动物载体
pBluescript KS(+),哺乳动物载体
pTRE2-hygro,哺乳动物载体
pUC57,哺乳动物载体
HDM-Tat1b,哺乳动物载体
pCMV-3Tag-6,哺乳动物载体
pNF-kB-TA-Luc,哺乳动物载体
pCMV-Myc-C,哺乳动物载体
pLJM1,哺乳动物载体
pZeoSV2 (+),哺乳动物载体
pCMV-HA-C,哺乳动物载体
pPAmCherry-Tubulin,哺乳动物载体
pcDNA3.1/CT-GFP,哺乳动物载体
pcDNA3.1/V5-His A,哺乳动物载体
pCMV5,哺乳动物载体
pcDNA3-HA-TAB1,哺乳动物载体
pSingle-tTS-shRNA,哺乳动物载体
pNFAT-TA-Luc,哺乳动物载体
pAD-TRAF,哺乳动物载体
pBD-p53,哺乳动物载体
pGL4.51[luc2/CMV/Neo],哺乳动物载体
pTet-tTAK,哺乳动物载体
pCMV-Tet3G,哺乳动物载体
pcDNA3.1-EGFP,哺乳动物载体
pOptiVEC-TOPO,哺乳动物载体
pcDNA3.1(+) CircRNA Mini,哺乳动物载体
pIRES,哺乳动物载体
pIRES2-EGFP,哺乳动物载体
pEF1/V5-HisA,哺乳动物载体
pHOOK1,哺乳动物载体
pEBVHisC,哺乳动物载体
pREP10,哺乳动物载体
pREP4,哺乳动物载体
pCMV-SPORT6.1,哺乳动物载体
pCMV-RFP-C-HA,哺乳动物载体
pSilencer 3.1-H1 hygro,哺乳动物载体
pSilencer 2.1-U6 Puro,哺乳动物载体
pSUPER,哺乳动物载体
pMCS-Green-Renilla-Luc,哺乳动物载体
pProLabel-N,哺乳动物载体
pMCS-Red-Firefly-Luc,哺乳动物载体
pFN31A Nluc-CMV-Hygro-Flexi,哺乳动物载体
pGL4.83[hRlucP/Puro],哺乳动物载体
pGL4.78[hRlucCP/Hygro],哺乳动物载体
pGL4.74[hRluc/TK],哺乳动物载体
pGL4.71[hRlucP],哺乳动物载体
pGL4.50[luc2/CMV/Hygro],哺乳动物载体
pGL4.47[luc2P/SIE/Hygro],哺乳动物载体
pGL4.42[luc2P/HRE/Hygro],哺乳动物载体
pGL4.34[luc2P/SRF-RE/Hygro],哺乳动物载体
pGL4.40[luc2P/MRE/Hygro],哺乳动物载体
pGL4.13,哺乳动物载体
pGL4.29,哺乳动物载体
pGL4.27,哺乳动物载体
pRL-null,哺乳动物载体
pcDNA3.1/His B,哺乳动物载体
pNFkB-DD-tdTomato,哺乳动物载体
pSEAP2-Control,哺乳动物载体
pBI-CMV1,哺乳动物载体
pAcGFP1-N In-Fusion Ready,哺乳动物载体
pAcGFP1-p53,哺乳动物载体
pAcGFP1-Golgi,哺乳动物载体
pAsRed2-N1,哺乳动物载体
pCRE-DD-tdTomato,哺乳动物载体
pCRE-hrGFP,哺乳动物载体
pGL3-Promoter,哺乳动物载体
pAcGFP1-C1,哺乳动物载体
pAcGFP1-N1,哺乳动物载体
pNFkB-DD-AmCyan1,哺乳动物载体
pDD-AmCyan1 Reporter,哺乳动物载体
pEF1α-DsRed-Monomer-N1,哺乳动物载体
pDsRed-Monomer-N In-Fusion Ready,哺乳动物载体
pDsRed-Express2-C1,哺乳动物载体
pIRES2-DsRed-Express,哺乳动物载体
pIRESneo2,哺乳动物载体
pIRESneo3,哺乳动物载体
pDsRed-Monomer,哺乳动物载体
pBApo-CMV,哺乳动物载体
pcDNA5/FRT/V5-His-TOPO,哺乳动物载体
pcDNA3.1/CT-GFP-TOPO,哺乳动物载体
pCMV-MEK1,哺乳动物载体
pcDNA6.2/cTC-Tag-DEST,哺乳动物载体
pcDNA6.2/nGeneBLAzer-GW/D-TOPO,哺乳动物载体
pcDNA6/V5-His A,哺乳动物载体
pcDNA6/myc-His C,哺乳动物载体
pcDNA6.2/nGeneBLAzer-DEST,哺乳动物载体
pcDNA6.2/cLumio-DEST,哺乳动物载体
pcDNA4/HisMax A,哺乳动物载体
pcDNA4/myc-His B,哺乳动物载体
pcDNA4/His B,哺乳动物载体
pcDNA4/TO/Myc-His A,哺乳动物载体
pcDNA4/TO/Myc-His C,哺乳动物载体
pFLAG-CMV-3,哺乳动物载体
p3XFLAG-CMV-9,哺乳动物载体
p3XFLAG-CMV-7.1,哺乳动物载体
p3XFLAG-CMV-14,哺乳动物载体
pCMV-Tag 3A,哺乳动物载体
pCMV-Tag 5A,哺乳动物载体
pCMV-Tag 4B,哺乳动物载体
pCMV-Tag 2A,哺乳动物载体
pEF1α-IRES-ZsGreen1,哺乳动物载体
pOPRSVI,哺乳动物载体
pBI-CMV4,哺乳动物载体
pGene/V5-His B,哺乳动物载体
pIND,哺乳动物载体
pTRE-Tight,哺乳动物载体
pRevTRE,哺乳动物载体
pCMV-BD,哺乳动物载体
pG5 luciferase,哺乳动物载体
pCMV-SPORT6,哺乳动物载体
pEF6/V5-His A,哺乳动物载体
pcDNA3.1(+)/Myc HisB,哺乳动物载体
pcDNA3.1/Myc-His A,哺乳动物载体
pEF6/myc-His A,哺乳动物载体
pEF6/His B,哺乳动物载体
pEF4/V5-His B,哺乳动物载体
pEF1/myc-His C,哺乳动物载体
pEF4/myc-His C,哺乳动物载体
pEF4/His B,哺乳动物载体
pEGFP-N2,哺乳动物载体
pEGFP-C1,哺乳动物载体
pcDNA3.1(-),哺乳动物载体
pVitro2-neo-mcs,哺乳动物载体
pRNATin-H1.2/Retro,哺乳动物载体
pKLAC2,酵母表达载体
pYX212,酵母表达载体
pDNR1,酵母表达载体
pNZ8148 （mc1061）,酵母表达载体
pLexA,酵母表达载体
pBT3-STE,酵母表达载体
pGADT7-Rec,酵母表达载体
pGADT7-T,酵母表达载体
pYC2/NT A,酵母表达载体
pPink-HC,酵母表达载体
pPIC6αC,酵母表达载体
p416GFD,酵母表达载体
pYC119,酵母表达载体
pYC54,酵母表达载体
pYC48,酵母表达载体
pFLD,酵母表达载体
YEplac195,酵母表达载体
YCplac33,酵母表达载体
pGAPZ B,酵母表达载体
pYES-DEST52,酵母表达载体
pRS406,酵母表达载体
pSEP3,酵母表达载体
pGAG424,酵母表达载体
pSos-MAFB,酵母表达载体
pGBKT7-Lam,酵母表达载体
pFLDalpha,酵母表达载体
Ycp22lac-EGFP,酵母表达载体
SUMO protease,酵母表达载体
pPICZ A,酵母表达载体
LA503,酵母表达载体
pPIC ZαFC,酵母表达载体
pYRP7,酵母表达载体
pRS426,酵母表达载体
pESC-Leu,酵母表达载体
pYES2-NTC,酵母表达载体
pMETαB,酵母表达载体
pMET A,酵母表达载体
pGAPZα C,酵母表达载体
pPICZ B,酵母表达载体
pPIC9,酵母表达载体
pKLAC1,酵母表达载体
pDisplay,酵母表达载体
pGAD424,酵母表达载体
pYM39-EYFP,酵母表达载体
pJG4-5,酵母表达载体
pAbAi,酵母表达载体
pRS425,酵母表达载体
YCplac22,酵母表达载体
pYC2/NT B,酵母表达载体
pPICZα B,酵母表达载体
pPIC6 A,酵母表达载体
pYES2/CT,酵母表达载体
pYC121,酵母表达载体
pYC52,酵母表达载体
pYC50,酵母表达载体
YIplac211,酵母表达载体
YEplac181,酵母表达载体
pRS426gal,酵母表达载体
pGAPZ C,酵母表达载体
pBD-GAL4-Cam,酵母表达载体
pRS413,酵母表达载体
pSEP2,酵母表达载体
p53blue,酵母表达载体
pSos,酵母表达载体
pGBKT7-53,酵母表达载体
pFLD/CAT,酵母表达载体
pYES2-EGFP,酵母表达载体
pAUR123,酵母表达载体
pPICZ C,酵母表达载体
pHIC-PI,酵母表达载体
pYEPlac195,酵母表达载体
pYCP211,酵母表达载体
pRS316,酵母表达载体
pESC-His,酵母表达载体
pYES2-NTA,酵母表达载体
pMETαA,酵母表达载体
pPink-LC,酵母表达载体
pGAPZα B,酵母表达载体
pPIC9K,酵母表达载体
pYES2/CT/α-Factor,酵母表达载体
pUG35,酵母表达载体
pBLADE-SX,酵母表达载体
pYM30-ECFP,酵母表达载体
pEG202,酵母表达载体
pFA6a-GFP(S65T)-kanMX6,酵母表达载体
pYES2-flag,酵母表达载体
pDEST32,酵母表达载体
pYC2/NT C,酵母表达载体
pPIC6αA,酵母表达载体
pPIC6 B,酵母表达载体
pPIC9k-His,酵母表达载体
pYC25,酵母表达载体
pYC56,酵母表达载体
pYC16,酵母表达载体
YIplac204,酵母表达载体
YEplac112,酵母表达载体
pUG66,酵母表达载体
pAD-GAL4-2.1,酵母表达载体
pRS403,酵母表达载体
pRS414,酵母表达载体
pSEP1,酵母表达载体
pHisSi-1,酵母表达载体
pHis2,酵母表达载体
pGBKT7,酵母表达载体
pPinkα-HC,酵母表达载体
pPIC3.5K,酵母表达载体
pDR195,酵母表达载体
pYES2,酵母表达载体
pPIC ZαD,酵母表达载体
pYEPlac112,酵母表达载体
pYES2-kan,酵母表达载体
pESC-URA,酵母表达载体
pYES6/CT,酵母表达载体
pYES2-NTB,酵母表达载体
pMET C,酵母表达载体
pHIL-D2,酵母表达载体
pGAPZα A,酵母表达载体
pAO815,酵母表达载体
P416GPD,酵母表达载体
pRS415,酵母表达载体
p426 GAL,酵母表达载体
pPR3-C,酵母表达载体
pPR3-N,酵母表达载体
pP-αSUMO3,酵母表达载体
pLaczi,酵母表达载体
pMyr,酵母表达载体
pYC2/CT,酵母表达载体
pPIC6αB,酵母表达载体
pPIC6 C,酵母表达载体
pYC66,酵母表达载体
pYC46,酵母表达载体
pYC44,酵母表达载体
pYD1,酵母表达载体
YIplac128,酵母表达载体
YCplac111,酵母表达载体
pGAPZ A,酵母表达载体
pPICZα A,酵母表达载体
pRS405,酵母表达载体
pRS416,酵母表达载体
p53his,酵母表达载体
pCL1,酵母表达载体
pBridge,酵母表达载体
pACT2-AD,酵母表达载体
pADH2,酵母表达载体
pYIP5,酵母表达载体
pGADT7,酵母表达载体
BFD15,酵母表达载体
pPIC ZαGB,酵母表达载体
pYIP211,酵母表达载体
pRS41H,酵母表达载体
pESC-TRP,酵母表达载体
pYES3/CT,酵母表达载体
pMETαC,酵母表达载体
pMET B,酵母表达载体
pHIL-S1,酵母表达载体
pPICZα C,酵母表达载体
pPIC3.5,酵母表达载体
pBAC-1,昆虫表达载体
pIZT/V5-His/CAT,昆虫表达载体
pIZT-DsRed2-V5-6×His,昆虫表达载体
pAcGHLT B,昆虫表达载体
pAcGHLT A,昆虫表达载体
pIB/V5-His,昆虫表达载体
pBacPAK8-His,昆虫表达载体
pVL1393,昆虫表达载体
pIEX/Bac-1,昆虫表达载体
pMT/BiP/V5-His A,昆虫表达载体
pAc5/V5-HisA,昆虫表达载体
pAc5.1/V5-His B,昆虫表达载体
pMT/BiP/V5-His B,昆虫表达载体
pIEXBac-c-EGFP-1,昆虫表达载体
pBlueBacHis2 C,昆虫表达载体
pFBDM,昆虫表达载体
pMT/V5-His C,昆虫表达载体
pAc5.1b,昆虫表达载体
pFastBac-N-GST-TEV,昆虫表达载体
pVL1392-XylE,昆虫表达载体
pIZ/V5-His,昆虫表达载体
pBluescript II SK(-),昆虫表达载体
pAcHLT A,昆虫表达载体
pAcG2T,昆虫表达载体
pIZT/V5-His,昆虫表达载体
pBacPAK9,昆虫表达载体
pXINSECT-DEST39,昆虫表达载体
pFastBacHT B,昆虫表达载体
pCoHygro,昆虫表达载体
pAc5-V5-HisB,昆虫表达载体
pMIB/V5-His C,昆虫表达载体
pIEx/Bac-4,昆虫表达载体
pIEXBac-c-EGFP-4,昆虫表达载体
pBlueBacHis2 B,昆虫表达载体
pUCDM,昆虫表达载体
pMT/V5-His B,昆虫表达载体
pAc5.1a,昆虫表达载体
pFastBacI-Gus,昆虫表达载体
pFastBac1-GST-N,昆虫表达载体
pFastBac-GST-C,昆虫表达载体
pAcSG2,昆虫表达载体
pAcHLT B,昆虫表达载体
pDream2.1/MCS,昆虫表达载体
pFastBacHT A,昆虫表达载体
pMT/BioEase-DEST,昆虫表达载体
pXINSECT-DEST38,昆虫表达载体
pFastBac1,昆虫表达载体
pAc5.1/V5-His C,昆虫表达载体
pAc5-V5-HisC,昆虫表达载体
pMIB/V5-His A,昆虫表达载体
pIEx/Bac-3,昆虫表达载体
pAc5.1B-EGFP,昆虫表达载体
pFastBacHT C,昆虫表达载体
pFastBac Dual,昆虫表达载体
pMT/V5-His A,昆虫表达载体
pVL1392-XyIE control vector,昆虫表达载体
pFastBacHT-CAT,昆虫表达载体
pFastBac1-His-C,昆虫表达载体
pFastBac-GST-N,昆虫表达载体
pAcGHLT C,昆虫表达载体
pAcHLT C,昆虫表达载体
pAB-bee,昆虫表达载体
pBacPAK8,昆虫表达载体
pVL1392,昆虫表达载体
pIB/V5-His-TOPO,昆虫表达载体
pMT/V5-His-TOPO,昆虫表达载体
pAc5.1-V5-His A,昆虫表达载体
pCoBlast,昆虫表达载体
pMT/BiP/V5-His C,昆虫表达载体
pIEXBac-c-EGFP-3,昆虫表达载体
pBlueBacHis2 A,昆虫表达载体
pMT-Bip-V5-HisA,昆虫表达载体
pMIB/V5-His B,昆虫表达载体
pAcGP67A,昆虫表达载体
pFastBac-c-His-TEV,昆虫表达载体
pBADZ-His6Cre,昆虫表达载体
pBHGloxdelE13cre,腺病毒载体
pDC316-ZsGreen1-shRNA,腺病毒载体
pBC SK(+),腺病毒载体
pAAV-minCMV-mCherry,腺病毒载体
pAAV-Syn-Rluc,腺病毒载体
pAAV-CMV-Rluc,腺病毒载体
pCTAP-Shuttle-B,腺病毒载体
pNTAP-Shuttle-B,腺病毒载体
pDC515,腺病毒载体
pDC415,腺病毒载体
pDC316,腺病毒载体
pAdTrack-CMV,腺病毒载体
pAAV-MCS,腺病毒载体
pHelper,腺病毒载体
pShuttle-CMV-lacZ,腺病毒载体
pAAV-CAG-GFP,腺病毒载体
pDC316-mCMV-EGFP,腺病毒载体
pAAV-RC6,腺病毒载体
pAAV-CMV-iRFP,腺病毒载体
pAAV-TRE-CAG-Fluc,腺病毒载体
pAAV-CAG-Fluc,腺病毒载体
pCTAP-Shuttle-C,腺病毒载体
pShuttle-IRES-hrGFP-2,腺病毒载体
pDC512,腺病毒载体
pDC411,腺病毒载体
pAdTrack,腺病毒载体
pAdEasy-1,腺病毒载体
pacAd5 CMV-GFP,腺病毒载体
pCMV-MCS,腺病毒载体
pShuttle-CMV,腺病毒载体
pAAV-hSyn-RFP,腺病毒载体
pAAV-RC9,腺病毒载体
pAAV-RC2,腺病毒载体
pAAV-CaMKIIa-EGFP,腺病毒载体
pAAV-TRE-Syn-Fluc,腺病毒载体
pAAV-CA,腺病毒载体
pNTAP-Shuttle-C,腺病毒载体
pLVX-TRE3G-Hom1,腺病毒载体
pDC511,腺病毒载体
pDC312,腺病毒载体
pAAV-IRES-hrGFP,腺病毒载体
pAAV-RC,腺病毒载体
pacAd5 CMVK-NpA,腺病毒载体
pDC315,腺病毒载体
pShuttle,腺病毒载体
pDC316-mCMV-tdTomato,腺病毒载体
pAAV-ZsGreen1-shRNA,腺病毒载体
pAAV-CAG-RFP,腺病毒载体
pShuttle-CMV-EGFP-C,腺病毒载体
pAAV-UbC,腺病毒载体
pCTAP-Shuttle-A,腺病毒载体
pNTAP-Shuttle-A,腺病毒载体
pDC516,腺病毒载体
pDC416,腺病毒载体
pDC311,腺病毒载体
pAAV-hrGFP,腺病毒载体
pAAV-LacZ,腺病毒载体
pacAd5 9.2-100,腺病毒载体
pShuttle-IRES-hrGFP-1,腺病毒载体
pLVX-EGFP-C1,慢病毒载体
pCDH-MSCV-MCS-EF1-copGFP-T2A-Puro,慢病毒载体
pTRIPZ empty,慢病毒载体
L307,慢病毒载体
pLVPTH2-tTR-KRAB-Cerulean,慢病毒载体
pLKO.1-puro-CMV-TurboGFPP,慢病毒载体
pLVX-mCerulean-N1,慢病毒载体
pLVX-IRES-Puro-3xFlag,慢病毒载体
pLVX-Myc-MCS-Strep-IRES-Puro,慢病毒载体
pLVX-ZsGreen1-N1,慢病毒载体
pLVX-Tet-On-Advanced,慢病毒载体
pMDLg/pRRE,慢病毒载体
pSIH1-H1-CopGFP,慢病毒载体
pLenti6/V5-GW/lacZ,慢病毒载体
FUW-tetO-hSOX2,慢病毒载体
pLentG-KOSM,慢病毒载体
pLentilox 3.7,慢病毒载体
pCMV-dR8.2-dvpr,慢病毒载体
pLVX-EF1α-AcGFP1-N1,慢病毒载体
pLenti CMV/TO Puro DEST (670-1),慢病毒载体
pCDH-CMV-MCS-EF1-copGFP,慢病毒载体
pLP1,慢病毒载体
pPACKH1-GAG,慢病毒载体
pLKO.1-TRC,慢病毒载体
FUW,慢病毒载体
pLVX-AmCyan1-N1,慢病毒载体
pLVX-DsRed-Monomer-N1,慢病毒载体
pLVX-IRES-mCherry,慢病毒载体
pLVX-tdTomato-C1,慢病毒载体
pLVX-IRES-Neo,慢病毒载体
pLVX-MetLuc Control,慢病毒载体
pLVX-Het-2,慢病毒载体
pCDH-EF1-MCS-T2A-Puro,慢病毒载体
pCDH-EF1-MCS-(PGK-Puro),慢病毒载体
pLVX-Hom-1,慢病毒载体
pLVX-mCherry-Actin,慢病毒载体
pLVX-rHom-Sec1,慢病毒载体
pLVX-Het-Nuc1,慢病毒载体
pLVX-DD-ZsGreen1 Reporter,慢病毒载体
pLVX-Tet3G,慢病毒载体
pCDH-CMV-MCS-EF1-RFP,慢病毒载体
pCDF1-MCS2-EF1-copGFP,慢病毒载体
pLVX-TRE3G-mCherry,慢病毒载体
pLenti6.3-MCS,慢病毒载体
pLVX-shRNA2,慢病毒载体
pcDNA6.2-DsRed2-MCS1 miR,慢病毒载体
pcDNA6.2-EmGFP-BsaI miR,慢病毒载体
pLEX-MCS,慢病毒载体
FUGW,慢病毒载体
pCgpv,慢病毒载体
pLVTHM,慢病毒载体
pLVX-EF1α-DsRed-Monomer-N1,慢病毒载体
Tet-pLKO-puro,慢病毒载体
pmiRZip anti-microRNA,慢病毒载体
L309,慢病毒载体
pGreenZeo lenti reporter,慢病毒载体
pL-CRISPR.EFS.GFP,慢病毒载体
pCDH-CMV-MCS-EF1a-RFP+BSD,慢病毒载体
pCDH-ECMV-MCS-3×FLAG-EF1α-ZsGreen1-T2A,慢病毒载体
pLenti-Bi-cistronic,慢病毒载体
pLVX-TetOne-Puro,慢病毒载体
pLKO.1,慢病毒载体
pLVX-IRES-ZsGreen1,慢病毒载体
pCDH-CMV-MCS-EF1-RFP-T2A-Puro,慢病毒载体
FUW-tetO-lox-hKLF4,慢病毒载体
FUW-tetO-hMYC,慢病毒载体
pLenti CMV/TO Puro empty (w175-1),慢病毒载体
pLKO.1-hygro,慢病毒载体
pLKO.1-blast,慢病毒载体
pLenti CMV/TO Hygro empty (w214-1),慢病毒载体
pCDH-EF1-Luc2-T2A-tdTomato,慢病毒载体
pLVX-TetOne-Puro-Luc,慢病毒载体
pLP2,慢病毒载体
pPACKH1-REV,慢病毒载体
pCDH-MSCV-MCS-EF1-Puro,慢病毒载体
pLVX-AcGFP1-N1,慢病毒载体
pLVX-DsRed-Express2-C1,慢病毒载体
pLVX-PAmCherry-C1,慢病毒载体
pLVX-IRES-tdTomato,慢病毒载体
pLVX-tdTomato-N1,慢病毒载体
pLVX-EF1α-DsRed-Monomer-C1,慢病毒载体
pLVX-MetLuc,慢病毒载体
pLVX-DD-AcGFP1-Actin,慢病毒载体
pCDF1-MCS2-EF1-copGFP,慢病毒载体
pLVX-DD-AmCyan1 Control,慢病毒载体
pLVX-DD-tdTomato Control,慢病毒载体
pLVX-CherryPicker1,慢病毒载体
pCDH-CMV-MCS-EF1-copGFP-T2A-Puro,慢病毒载体
pLVX-PTuner2-C,慢病毒载体
pLVX-DD-ZsGreen1 Control,慢病毒载体
pCDH-UbC-MCS-EF1-Hygro,慢病毒载体
pCDH-MCS-T2A-Puro-MSCV,慢病毒载体
pCDH-EF1-MCS-T2A-copGFP,慢病毒载体
pLenti6.3-EmGFP-BveI miR,慢病毒载体
pLenti6.3-DsRed2-BveI miR,慢病毒载体
psPAX2,慢病毒载体
pcDNA6.2-EmGFP-MCS1 miR,慢病毒载体
pcDNA6.2-BsaI miR,慢病毒载体
pTRIPZ,慢病毒载体
pLOX-Ttag-iresTK,慢病毒载体
pSicoR PGK Puro,慢病毒载体
pLVTH,慢病毒载体
pHAGE-CMV-MCS-IRES-ZsGreen,慢病毒载体
pLVX-EF1α-IRES-Puro,慢病毒载体
pRc/CMV,慢病毒载体
pMS2-GFP,慢病毒载体
pAAV-tdTomato-shRNA,慢病毒载体
pCDH-CMV-MCS-EF1-RFP+Neo,慢病毒载体
pLV-CMV-MCS-EF1-ZsGreen1-T2A-Puro,慢病毒载体
pLVX-EF1α-IRES-ZsGreen1,慢病毒载体
pLVX-IRES-tdTomato-Neo,慢病毒载体
TRC2-pLKO.5-Puro,慢病毒载体
pWPXL,慢病毒载体
FUW-M2rtTA,慢病毒载体
pLVX-Puro,慢病毒载体
FUW-tetO-hOCT4,慢病毒载体
pLL3.7,慢病毒载体
pCMV-dR8.91,慢病毒载体
pLJM1-EGFP,慢病毒载体
pFUGW,慢病毒载体
pLenti CMV/TO Neo empty (w215-1),慢病毒载体
pLVX-TRE3G-Luc Control,慢病毒载体
pCDH-CMV-MCS-EF1-Puro,慢病毒载体
pLP/VSVG,慢病毒载体
pMD2.G,慢病毒载体
pCDH-MSCV-MCS-EF1-copGFP,慢病毒载体
pLVX-AcGFP1-C1,慢病毒载体
pLVX-DsRed-Express2-N1,慢病毒载体
pLVX-PAmCherry-N1,慢病毒载体
pLVX-mCherry-C1,慢病毒载体
pLVX-Tight-Puro,慢病毒载体
pLVX-EF1α-mCherry-C1,慢病毒载体
pLVX-Hom-Mem1,慢病毒载体
pPRIME-TET-GFP-FF3,慢病毒载体
pLOX-CW-CRE,慢病毒载体
pLVX-DD-AmCyan1 Reporter,慢病毒载体
pLVX-PTuner-Green,慢病毒载体
pLVX-TetOne-Luc,慢病毒载体
pLVX-rHom-1,慢病毒载体
pLVX-PTuner,慢病毒载体
pLVX-Het-1,慢病毒载体
pCDH-CMV-MCS-EF1-Hygro,慢病毒载体
pCDH1-MCS2-EF1-copGFP,慢病毒载体
pLVX-TRE3G-ZsGreen1,慢病毒载体
pcDNA6.2-DsRed2-BsmBI miR,慢病毒载体
pLVX-TRE3G,慢病毒载体
VSV-G,慢病毒载体
pcDNA6.3-EmGFP-NC- II,慢病毒载体
pLenti6.3-BveI miR,慢病毒载体
pGIPZ,慢病毒载体
pLKO.3G,慢病毒载体
pSico,慢病毒载体
pGensil-1,慢病毒载体
pCDH-CMV-MCS-EF1a-GFP+BSD,慢病毒载体
pLV-EF1α-MCS-IRES-Bsd,慢病毒载体
pSUPERIOR.puro,慢病毒载体
pKNOCK-Km,慢病毒载体
pLVX-mCMV-tdTomato-puro,慢病毒载体
pLVX-IRES-Puro-3xHA-C,慢病毒载体
pLV-CMV-MCS-EF1-mCherry-T2A-Puro,慢病毒载体
pLVX-mCMV-ZsGreen1-Puro,慢病毒载体
pSIH1-H1-copGFP-T2A-Puro,慢病毒载体
pLVX-IRES-Hyg,慢病毒载体
pLKO.1-GFP-shRNA,慢病毒载体
pLVX-EF1α-AcGFP1-C1,慢病毒载体
pLVX-TetOne,慢病毒载体
FUW-tetO-hKLF4,慢病毒载体
pLKO.1-puro-GFP-siRNA,慢病毒载体
pLenti CMV V5-LUC Blast (w567-1),慢病毒载体
pLenti X1 Puro empty (w610-1),慢病毒载体
pRSV-rev,慢病毒载体
pLV-mCherry,慢病毒载体
pLKO.1-puro,慢病毒载体
pLVX-EF1α-mCherry-N1,慢病毒载体
Tet-pLKO-neo,慢病毒载体
pLKO.1-TRC control,慢病毒载体
FUW-tetO-hOKMS,慢病毒载体
pLVX-AmCyan1-C1,慢病毒载体
pLVX-DsRed-Monomer-C1,慢病毒载体
pLVX-ZsGreen1-C1,慢病毒载体
pLVX-mCherry-N1,慢病毒载体
pLVX-IRES-Puro,慢病毒载体
pLVX-EF1α-IRES-mCherry,慢病毒载体
pLVX-Het-Mem1,慢病毒载体
pPRIME-TREX-GFP-FF3,慢病毒载体
pLOX-TERT-iresTK,慢病毒载体
pLVX-DD-tdTomato Reporter,慢病毒载体
pLVX-CherryPicker2,慢病毒载体
pLVX-rHom-Nuc1,慢病毒载体
pLVX-Hom-Nuc1,慢病毒载体
pLVX-PTuner2,慢病毒载体
pLVX-CherryPicker Control,慢病毒载体
pCDH-CMV-MCS-EF1-Neo,慢病毒载体
pCDF1-MCS2-EF1-Puro,慢病毒载体
pLVX-shRNA1,慢病毒载体
pLenti6.3/V5-GW/EmGFP,慢病毒载体
pLenti6.3-MCS-IRES2-EGFP,慢病毒载体
pSico PGK Puro,慢病毒载体
pcDNA6.2-EmGFP-NC- I,慢病毒载体
pLenti6.3-MCS-IRES2-DsRed2,慢病毒载体
LeGO-iC2,慢病毒载体
pLVX-TRE3G-IRES,慢病毒载体
pSicoR,慢病毒载体
pBABE-neo,逆病毒载体
p10A1,逆病毒载体
pRetroQ-mCherry-N1,逆病毒载体
pMKO.1-GFP,逆病毒载体
pSuper.Retro.Neo,逆病毒载体
pBABE-neo-SV40LT,逆病毒载体
pBABE,逆病毒载体
pBABE-hygro,逆病毒载体
pVPack-10A1,逆病毒载体
pCL-Ampho,逆病毒载体
pCMV-VSVG,逆病毒载体
pFB-hrGFP,逆病毒载体
pCFB,逆病毒载体
pRetroX-TetOne,逆病毒载体
pRetroX-PTuner-IRES,逆病毒载体
pRetroX-Tet-On Advanced,逆病毒载体
pRetroX-G1-Red,逆病毒载体
pRetroX-IRES-DsRedExpress,逆病毒载体
pLNCX2,逆病毒载体
pRetroX-IRES-DsRed Express,逆病毒载体
pMSCVneo,逆病毒载体
pRetroX-Tight-Pur,逆病毒载体
pMXs-miR-GFP-Puro,逆病毒载体
pRetroQ-AcGFP1-N1,逆病毒载体
pCMV-Gag-Pol,逆病毒载体
pSuper.Retro.Neo+GFP,逆病毒载体
pVSV-G,逆病毒载体
pBABE-HAII,逆病毒载体
pBABE-zeo,逆病毒载体
pVPack-VSV-G,逆病毒载体
pCL-Eco,逆病毒载体
pMSCV-PIG,逆病毒载体
pFB-Luc,逆病毒载体
pRetro-Lib,逆病毒载体
pRetroX-PTuner,逆病毒载体
pRetroX-TRE3G,逆病毒载体
pRetroX-Tet-Off Advanced,逆病毒载体
pRetroQ-DsRed-Monomer-C1,逆病毒载体
RNAi-Ready pSIREN-RetroQ-DsRed-Express,逆病毒载体
pQCXIX,逆病毒载体
pRetroX-IRES-ZsGreen1,逆病毒载体
pMSCVpuro,逆病毒载体
